Document Date,Document Number,Type,Is Credit,Brakes Code,Product / Ingredient,Qty Case,Unit Price,Net Value,Category,Subcategory,PO,Source
2025-06-07,9335186246,INVOICE,No,34031,Brakes Demerara Sugar Stick       1x1000,1,9.06,9.06,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,100535,Brakes Pure Maple Syrup           1x620g,3,11.73,35.19,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,121806,Clipper FTrade Org Peppermint En   1x250,1,19.58,19.58,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,132992,GN 1/1 S/S Gastronorm - 20cm deep 1x1,4,17.49,69.96,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,128762,Lyles Black Treacle Syrup         1x750g,2,2.37,4.74,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,132615,PlantNation Vegan Grated Cheese    1x1Kg,2,9.64,19.28,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,151032,Schwartz Cracked Black Pepper 1x380g,2,8.06,16.12,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,135584,Sysco Classic 2 Ply Blue Centrefeed  1x6,1,8.74,8.74,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,6437,Sysco Classic Chop Toms in Juice   2.5kg,12,3.19,38.28,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,35006,Sysco Classic Rubbed Basil        1x150g,4,3.02,12.08,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,121379,Sysco Classic Table Salt (33706)   1x6kg,1,10.24,10.24,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,85120,Sysco Cooking Salt          1x3kg,3,4.74,14.22,Other food,Other food,,Invoice CSV
2025-06-07,9335186247,INVOICE,No,126923,Tinned Jackfruit                 1x2.8kg,4,11.3,45.2,Other food,Other food,,Invoice CSV
2025-06-10,9335187270,INVOICE,No,132671,Applewood Smoky Vegan Slices      1x200g,5,3.16,15.8,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,150992,Ardo Green Asparagus Spears        1x1kg,10,8.06,80.6,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,118225,Black Turtle Bean in Water       1x2.5kg,13,3.81,49.53,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,5003095,BlueDragon Extr Firm Silken Tofu 12x308g,3,23.18,69.54,Other food,Other food,,Invoice CSV
2025-06-10,9335187270,INVOICE,No,78252,Brake Butter Portions              6x100,1,40.99,40.99,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,4760,Brake Whole Green Beans          1x2.5kg,4,8.81,35.24,Other food,Other food,,Invoice CSV
2025-06-10,9335187270,INVOICE,No,115344,Brakes Pure Clear Honey           6x454g,1,30.09,30.09,Other food,Other food,,Invoice CSV
2025-06-10,9335187270,INVOICE,No,19510,CHL Flora Portions               200x10g,2,25.12,50.24,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,187060,Cocont Col Double Cream  6x400g,4,16.48,65.92,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,127121,Coconut Milk CASE               12x400ml,6,12.43,74.58,Other food,Other food,,Invoice CSV
2025-06-10,9335187270,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,3,22.46,67.38,Other food,Other food,,Invoice CSV
2025-06-10,9335187269,INVOICE,No,33385,Diced Mango                        1x1kg,6,3.02,18.12,Other food,Other food,,Invoice CSV
2025-06-10,9335187270,INVOICE,No,151084,Flora Plant Butter Unsalted 24x200g,1,22.99,22.99,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,18421,G V Dairy Full Fat Soft Cheese 1x2kg,2,9.37,18.74,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,85753,KTC Vegetable Cooking Oil        1x20ltr,1,30.52,30.52,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,150850,Lyles Maple Syrup               1x2.80kg,2,7.62,15.24,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,151506,Maggi Coconut Milk Powder         6x300g,1,24.4,24.4,Other food,Other food,,Invoice CSV
2025-06-10,9335187269,INVOICE,No,119105,Mango Pulp                        1x850g,12,2.73,32.76,Other food,Other food,,Invoice CSV
2025-06-10,9335187270,INVOICE,No,127153,Mikado Rice Vinegar CASE         6x500ml,1,12.3,12.3,Other food,Other food,,Invoice CSV
2025-06-10,9335187269,INVOICE,No,87045,Olive Pomace Oil            1x5L,1,18.86,18.86,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,110930,Paneer Cheese                      900g,30,6.85,205.5,Other food,Other food,,Invoice CSV
2025-06-10,9335187269,INVOICE,No,111313,Roasted Red Peppers              1x2.5kg,6,6.33,37.98,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,526841,Set Soured Cream                   1x1kg,2,4.58,9.16,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,6437,Sysco Classic Chop Toms in Juice   2.5kg,12,3.19,38.28,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,33592,Sysco Classic Oregano             1x100g,4,2.44,9.76,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,33891,Sysco Classic Self Raising Flour 1x25kg,1,25.48,25.48,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,134289,Sysco Classic Smoked Paprika  1x450g,1,4.24,4.24,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,146186,Sysco Classic Straight Macaroni 5kg,2,7.84,15.68,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,129927,Sysco ClassicOlive Pomace Oil Blend 5ltr,3,15.98,47.94,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,126923,Tinned Jackfruit                 1x2.8kg,4,11.3,45.2,Other food,Other food,,Invoice CSV
2025-06-10,9335187271,INVOICE,No,135327,Tofoo Co Organic Naked Tofu        1x1kg,30,5.28,158.4,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,87722,Black Ex Heavy Duty Sacks (PB114)  1x100,2,22.6,45.2,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,118225,Black Turtle Bean in Water       1x2.5kg,6,3.81,22.86,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,71731,Brake Mature Ched Cheese Slice    1x500g,5,3.92,19.6,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,3840,Brake Whole Spinach Portion      1x2.5kg,4,3.37,13.48,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,563,Brakes Haricot Beans               1x3kg,4,13.74,54.96,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,151872,Global Hacienda Avocado Halves     1x1kg,10,6.18,61.8,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,134491,Greek Feta Cheese                 1x900g,1,13.31,13.31,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,85753,KTC Vegetable Cooking Oil        1x20ltr,2,30.52,61.04,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,131778,McCain OC Hash Browns              1x1kg,24,2.99,71.76,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,15514,Migi EWide Cling Film45cmx300 32C13  1x1,3,5.49,16.47,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,591254,Rational Cleaner Tabl Red OC555338 1x100,1,131.19,131.19,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,89843,Stainless Steel Scourers 40g 824/40 1x10,3,4.24,12.72,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,135345,Stute NAS Fine Orange Marmalade   6x430g,1,13.38,13.38,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,5946,Sysco Classic Cornflour         1x3.5kg,2,7.69,15.38,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,134293,Sysco Classic Cracked Black Pepper 425g,2,8.2,16.4,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,134323,Sysco Classic Vegan Mayonnaise  1x5L,1,13.89,13.89,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,129927,Sysco ClassicOlive Pomace Oil Blend 5ltr,1,15.98,15.98,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,4599,Sysco Essential Garden Peas      1x2.5kg,2,3.89,7.78,Other food,Other food,,Invoice CSV
2025-06-12,9335188975,INVOICE,No,10515,SyscoCls 2Ply BlueCentrfd 300sht120m 1x6,1,10.09,10.09,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,33325,Blueberries                   1x1kg,10,3.75,37.5,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,4111,Brake Fruits Of The Forest Mix       1kg,20,3.58,71.6,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,71731,Brake Mature Ched Cheese Slice    1x500g,4,3.92,15.68,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,308,Brakes Granulated Sugar           1x25kg,1,32.25,32.25,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,9698,Brakes Sliced Green Jalepeno       1x3kg,1,6.69,6.69,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,149763,DWBH Donut Queen V                  1x24,3,14.75,44.25,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,152694,Fresh Curry Leaves BB              1x50g,2,1.22,2.44,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,151872,Global Hacienda Avocado Halves     1x1kg,10,6.18,61.8,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,120625,Levanto HRD Veg Cheese Shave       1x1kg,1,21.59,21.59,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,149957,Meadowland Double 1x1ltr,12,2.49,29.88,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,87045,Olive Pomace Oil            1x5L,2,18.86,37.72,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,110930,Paneer Cheese                      900g,25,6.85,171.25,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,21856,Prep Premium Toasted Sesame Oil   1x1ltr,6,8.14,48.84,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,27544,Sysco Classc Grt Mild White Cheddr 1x1kg,5,7.79,38.95,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,6437,Sysco Classic Chop Toms in Juice   2.5kg,6,3.19,19.14,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,101920,Sysco Classic Heavy Duty Blue Cloth 1x25,2,6.9,13.8,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,129464,Sysco Classic Vegan Brownie         1x30,3,26.7,80.1,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,10515,SyscoCls 2Ply BlueCentrfd 300sht120m 1x6,2,10.09,20.18,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,591902,The Tofoo Co. Lightly Spice Pieces 2x1kg,10,22.74,227.4,Other food,Other food,,Invoice CSV
2025-06-14,9335190540,INVOICE,No,148838,Valdigrano Lasagne               12x500g,1,14.25,14.25,Other food,Other food,,Invoice CSV
2025-06-15,5508693319,CREDIT,Yes,149763,DWBH Donut Queen V                  1x24,3,14.75,-44.25,Other food,Other food,,Credit PDF
2025-06-15,5508693319,CREDIT,Yes,591902,The Tofoo Co. Lightly Spice Pieces 2x1kg,9,22.74,-204.66,Other food,Other food,,Credit PDF
2025-06-16,9335191421,INVOICE,No,149762,DWBH Donut Caramazing               1x24,4,14.75,59,Other food,Other food,,Invoice CSV
2025-06-16,9335191421,INVOICE,No,135327,Tofoo Co Organic Naked Tofu        1x1kg,10,5.28,52.8,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,71734,Anchor Butter Portions Size 7      5x100,1,43.12,43.12,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,132404,Chick Peas in Water  1x2.5kg,12,3.45,41.4,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,2,22.46,44.92,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,85753,KTC Vegetable Cooking Oil        1x20ltr,1,30.52,30.52,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,120202,LaBo Chapatti                       1x96,1,22.24,22.24,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,4300,LaBo Naan Bread                 24x100g,10,7.33,73.3,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,149957,Meadowland Double 1x1ltr,6,2.49,14.94,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,110930,Paneer Cheese                      900g,15,6.85,102.75,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,13381,Red Kidney Beans in water 1x2.5kg,6,3.19,19.14,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,526841,Set Soured Cream                   1x1kg,1,4.58,4.58,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,135584,Sysco Classic 2 Ply Blue Centrefeed  1x6,1,8.74,8.74,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,6437,Sysco Classic Chop Toms in Juice   2.5kg,12,3.19,38.28,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,35002,Sysco Classic Garam Masala       1x405g,1,8.63,8.63,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,87110,Sysco Classic Tomato Paste       1x2.2kg,1,6.98,6.98,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,28326,Sysco Classic Tomato Paste 1x800g (KC1),6,2.12,12.72,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,33606,Sysco Fine Cut Marmalade       1x2.72kg,1,8.85,8.85,Other food,Other food,,Invoice CSV
2025-06-19,9335193335,INVOICE,No,74088,Unsalted Butter   (70055)        20x250g,1,42.53,42.53,Other food,Other food,,Invoice CSV
2025-06-20,5508700797,CREDIT,Yes,120202,LaBo Chapatti                       1x96,1,22.24,-22.24,Other food,Other food,,Credit PDF
2025-06-21,9335194904,INVOICE,No,136997,Beyond Meat Beyond Mince   1x4kg,1,44.78,44.78,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,127622,Beyond Meat Vegan Burger   1x40,1,64.07,64.07,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,33829,Brake 12in Thin & Crispy Pizza Base 1x18,1,17.63,17.63,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,149038,DrSchar GF & V White Sandwich Loaf   1x6,1,27.28,27.28,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,152189,Extons Mature Cheddar Slices       1x1kg,2,6.54,13.08,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,106066,FT Icing Sugar                     1x1kg,2,3.74,7.48,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,10317,Kp Ready Salted                 1x48pckt,2,25.98,51.96,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,2041,LaBo Double Chocolate Doughnuts    1x40,1,14.39,14.39,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,152761,Light Tahini 1x270g,6,3.16,18.96,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,105854,Lucky Boat Noodle No.1             1x9kg,1,24.4,24.4,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,149786,McD Jelly Crystals Strwberry Vgn 1x3.5kg,1,24.59,24.59,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,87045,Olive Pomace Oil            1x5L,1,18.86,18.86,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,13381,Red Kidney Beans in water 1x2.5kg,6,3.19,19.14,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,74046,Sysco Classc Grtd Mild Whte Cheddr 5x1kg,1,40.22,40.22,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,152983,Sysco Classic Brown Bread&Roll Mix 3.5Kg,1,8.63,8.63,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,153002,Sysco Classic White Bread&Roll mix 3.5Kg,1,8.63,8.63,Other food,Other food,,Invoice CSV
2025-06-21,9335194904,INVOICE,No,86874,Vanilla Essence                  1x500ml,6,5.54,33.24,Other food,Other food,,Invoice CSV
2025-06-24,9335195948,INVOICE,No,135399,Golden Chef Salted Tortilla Chip 12x300g,1,16.26,16.26,Other food,Other food,,Invoice CSV
2025-06-24,9335195948,INVOICE,No,115400,Kelloggs Coco Pops Bag Pak        4x500g,2,14.25,28.5,Other food,Other food,,Invoice CSV
2025-06-24,9335195948,INVOICE,No,450386,Loaf White Thick               6xEach PK,2,11.3,22.6,Other food,Other food,,Invoice CSV
2025-06-24,9335195948,INVOICE,No,136749,Sysco Lime Juice                1x1ltr,1,1.93,1.93,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,129229,15cm 6in GF Soft Blue Corn Tortilla 6x24,1,23.03,23.03,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,132671,Applewood Smoky Vegan Slices      1x200g,2,3.16,6.32,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,33828,Brake 9in Thin & Crispy Pizza Base  1x36,1,23.32,23.32,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,4764,Brake Broad Beans                  2.5kg,1,11.66,11.66,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,74699,Brake Essentials Grated White Cheese 1kg,4,6.6,26.4,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,71256,Brake Mild Cheddar Chese Slice    1x500g,6,4.06,24.36,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,34031,Brakes Demerara Sugar Stick       1x1000,1,9.06,9.06,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,100535,Brakes Pure Maple Syrup           1x620g,4,11.73,46.92,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,18419,G V Dairy Natural Cottage Cheese 1x2kg,1,14.46,14.46,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,591136,Kalamata Olives Whole OC 119645    1x1kg,1,10.5,10.5,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,151763,Kingsmill 50/50 Thck Sliced Bread 8x800g,2,15.11,30.22,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,120202,LaBo Chapatti                       1x96,1,22.24,22.24,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,10600,Medjool Dates Fresh BB               1kg,1,14.18,14.18,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,133974,Radnor Still 100% Pure Aple Jce 60x125ml,2,16.84,33.68,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,149497,Stute Raspberry Seeedless Jam NAS 6x430g,1,13.38,13.38,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,133751,Super Green Washing Up Liquid    2x5ltr,1,9.57,9.57,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,22053,Sysco Classc Mozz Shredded Cheese  1x2kg,5,10.5,52.5,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,100211,Sysco Classic Pitted Dates        1x3kg,1,13.38,13.38,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,10515,SyscoCls 2Ply BlueCentrfd 300sht120m 1x6,1,10.09,10.09,Other food,Other food,,Invoice CSV
2025-06-26,9335197643,INVOICE,No,135327,Tofoo Co Organic Naked Tofu        1x1kg,5,5.28,26.4,Other food,Other food,,Invoice CSV
2025-06-27,5508710436,CREDIT,Yes,33828,Brake 9in Thin & Crispy Pizza Base 1x36,1,23.32,-23.32,Other food,Other food,,Credit PDF
2025-06-27,5508710436,CREDIT,Yes,100211,Sysco Classic Pitted Dates 1x3kg,1,13.38,-13.38,Other food,Other food,,Credit PDF
2025-06-28,9335199197,INVOICE,No,114205,Beanshoots BB                     1x350g,4,0.87,3.48,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,33828,Brake 9in Thin & Crispy Pizza Base  1x36,1,23.32,23.32,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,10230,Cucumber Single BB                1xEach,5,0.58,2.9,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,113885,Herb Coriander Bunched BB         1x100g,2,1.23,2.46,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,113882,Herb Large Mint Bunched BB        1x100g,1,1.3,1.3,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,10317,Kp Ready Salted                 1x48pckt,2,25.98,51.96,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,2041,LaBo Double Chocolate Doughnuts    1x40,2,14.39,28.78,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,13381,Red Kidney Beans in water 1x2.5kg,6,3.19,19.14,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,127124,Sweetcorn in Water        12x340g,2,21.3,42.6,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,33559,Sysco Classic Plain Flour         1x25kg,1,20.08,20.08,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,33348,Sysco Essential Thick Cut Chip  4x2.27kg,2,11.87,23.74,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,111396,Sysco Premium Fresh Orange     1x2.27ltr,2,7.7,15.4,Other food,Other food,,Invoice CSV
2025-06-28,9335199197,INVOICE,No,501370,Tomato M/Mm PK                     1x6kg,1,10.99,10.99,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,33828,Brake 9in Thin & Crispy Pizza Base  1x36,1,23.32,23.32,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,78252,Brake Butter Portions              6x100,1,40.99,40.99,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,71731,Brake Mature Ched Cheese Slice    1x500g,8,3.92,31.36,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,2,22.46,44.92,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,151768,Kingsmill Great White Bloomer     6x700g,1,13.1,13.1,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,10317,Kp Ready Salted                 1x48pckt,2,25.98,51.96,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,101767,Mission 12in Wheatbran Tortillas  1x4x18,1,27.64,27.64,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,133974,Radnor Still 100% Pure Aple Jce 60x125ml,2,16.84,33.68,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,33348,Sysco Essential Thick Cut Chip  4x2.27kg,1,11.59,11.59,Other food,Other food,,Invoice CSV
2025-07-01,9335200173,INVOICE,No,75805,Wholesome Farms HF Greek Style Yog 1x5kg,1,14.99,14.99,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,151289,Arla Pro Gouda Cheese Slices 1x1kg,1,8.13,8.13,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,74699,Brake Essentials Grated White Cheese 1kg,5,6.6,33,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,71256,Brake Mild Cheddar Chese Slice    1x500g,4,4.06,16.24,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,100535,Brakes Pure Maple Syrup           1x620g,4,11.73,46.92,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,115400,Kelloggs Coco Pops Bag Pak        4x500g,2,14.25,28.5,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,87045,Olive Pomace Oil            1x5L,1,17.92,17.92,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,22053,Sysco Classc Mozz Shredded Cheese  1x2kg,2,10.5,21,Other food,Other food,,Invoice CSV
2025-07-03,9335201880,INVOICE,No,6437,Sysco Classic Chop Toms in Juice   2.5kg,6,3.19,19.14,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,33829,Brake 12in Thin & Crispy Pizza Base 1x18,1,17.63,17.63,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,70215,Brake Double Cream Fresh  RT    1x2.27L,1,10.29,10.29,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,86251,Brakes Chilli Flavour Corn Chips 14x475g,1,38.15,38.15,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,135682,Carte Dor Vegan Choc Mousse Mix   3x300g,2,8.27,16.54,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,6296,Costa Coarse Sea Salt             1x750g,2,2.08,4.16,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,67485,Delifrance Vegan Croissant (19401)  1x56,3,22.46,67.38,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,4442,Dr Oetker White Choc Drops         1x3kg,1,22.6,22.6,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,18421,G V Dairy Full Fat Soft Cheese 1x2kg,3,9.37,28.11,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,18419,G V Dairy Natural Cottage Cheese 1x2kg,1,14.46,14.46,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,134491,Greek Feta Cheese                 1x900g,2,13.31,26.62,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,86515,Hairnet Blue          1x100,3,7.09,21.27,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,591136,Kalamata Olives Whole OC 119645    1x1kg,2,10.5,21,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,4381,LaBo 10 Flour Tortillas           4x18,1,15.69,15.69,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,131778,McCain OC Hash Browns              1x1kg,10,2.99,29.9,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,13381,Red Kidney Beans in water 1x2.5kg,6,3.19,19.14,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,526841,Set Soured Cream                   1x1kg,1,4.58,4.58,Other food,Other food,,Invoice CSV
2025-07-05,9335203437,INVOICE,No,85128,Sweetcorn                 1x2.1kg,4,5.25,21,Other food,Other food,,Invoice CSV
